likes,retweets,pos_score,neg_score,vn_lable,n_lable,nu_lable,p_lable,vp_lable,followers,followings,verifies,ratings
111,18,0.5,0.5,0.26,0.17,0.14,0.26,0.18,34449,1644,0.028,0
219,86,0.38,0.62,0.26,0.38,0.16,0.13,0.08,40029,1217,0.038,0
11,2,0.5,0.5,0.18,0.29,0.17,0.14,0.21,10177,2546,0.056,0
262,29,0.51,0.49,0.15,0.25,0.23,0.19,0.19,69477,1765,0.06,0
6,2,0.4,0.6,0.27,0.3,0.2,0.16,0.07,115258,622,0.076,0
2,1,0.22,0.78,0.63,0.06,0.18,0.09,0.03,236940,6234,0.024,0
49,10,0.52,0.48,0.13,0.32,0.18,0.14,0.23,43462,2362,0.091,0
71,33,0.56,0.44,0.21,0.16,0.11,0.24,0.28,7841,1279,0.092,0
14,1,0.56,0.44,0.18,0.16,0.18,0.16,0.31,7730,1057,0.022,0
0,0,0.39,0.61,0.5,0.0,0.5,0.0,0.0,7976,5723,0.0,0
45,9,0.46,0.54,0.18,0.31,0.26,0.12,0.13,72103,1282,0.013,0
4,1,0.5,0.5,0.22,0.16,0.21,0.24,0.17,18595,1241,0.037,0
9,1,0.49,0.51,0.19,0.13,0.31,0.24,0.12,15076,1342,0.077,0
7,1,0.18,0.82,0.67,0.16,0.14,0.02,0.0,2513,910,0.0,0
2,1,0.39,0.61,0.28,0.3,0.23,0.06,0.13,2073,1547,0.0,0
21,6,0.52,0.48,0.2,0.18,0.2,0.19,0.24,11335,444,0.044,0
3,1,0.27,0.73,0.68,0.14,0.09,0.05,0.05,3861,1162,0.143,0
44,5,0.27,0.73,0.5,0.2,0.17,0.08,0.04,2830,1196,0.014,0
602,160,0.33,0.67,0.37,0.26,0.26,0.07,0.04,66871,1185,0.021,0
59,21,0.38,0.62,0.28,0.28,0.23,0.14,0.07,68201,1918,0.034,0
5,0,0.29,0.71,0.4,0.38,0.12,0.07,0.03,813,404,0.023,0
2,1,0.33,0.67,0.42,0.16,0.27,0.1,0.06,12789,1548,0.058,0
22,9,0.39,0.61,0.32,0.22,0.19,0.19,0.09,164784,1993,0.049,0
570,147,0.42,0.58,0.19,0.34,0.25,0.15,0.07,58019,1471,0.112,0
6,2,0.42,0.58,0.23,0.28,0.24,0.15,0.1,4562,1592,0.022,0
1828,455,0.36,0.64,0.38,0.22,0.2,0.14,0.06,192874,1596,0.047,0
18,3,0.38,0.62,0.34,0.26,0.16,0.11,0.12,3581,2018,0.021,0
2,0,0.35,0.65,0.33,0.34,0.15,0.08,0.09,3340,1121,0.024,0
1,1,0.49,0.51,0.23,0.2,0.16,0.26,0.15,2335,719,0.0,0
2,1,0.48,0.52,0.0,0.0,1.0,0.0,0.0,2449,1124,0.0,0
6,6,0.33,0.67,0.43,0.15,0.25,0.11,0.05,2484,1813,0.0,0
14,1,0.45,0.55,0.24,0.26,0.18,0.14,0.17,7468,1318,0.041,0
362,127,0.37,0.63,0.41,0.26,0.09,0.11,0.13,102376,1714,0.039,0
70,32,0.34,0.66,0.29,0.45,0.14,0.1,0.02,35659,1667,0.061,0
31,13,0.48,0.52,0.19,0.25,0.27,0.12,0.18,1902,552,0.014,0
11,3,0.42,0.58,0.29,0.23,0.2,0.12,0.15,19413,1819,0.033,0
9,2,0.56,0.43,0.1,0.2,0.24,0.25,0.21,114464,1530,0.058,0
10,3,0.32,0.68,0.37,0.2,0.32,0.1,0.01,13588,2017,0.092,0
9,1,0.32,0.68,0.4,0.27,0.19,0.11,0.03,22092,1542,0.069,0
3,1,0.44,0.55,0.18,0.24,0.37,0.12,0.09,2190,1278,0.041,0
1,0,0.44,0.56,0.07,0.18,0.75,0.0,0.0,2789,971,0.0,0
3,1,0.43,0.57,0.22,0.23,0.31,0.17,0.07,19258,10308,0.052,0
3,1,0.43,0.57,0.25,0.28,0.19,0.18,0.1,3698,1145,0.14,0
19,1,0.33,0.67,0.4,0.29,0.08,0.11,0.11,19511,639,0.063,0
1,0,0.38,0.62,0.23,0.27,0.37,0.1,0.03,22007,241,0.01,0
203,26,0.33,0.67,0.08,0.71,0.12,0.06,0.04,44095,583,0.031,0
0,0,0.34,0.66,0.39,0.18,0.26,0.13,0.03,1671,572,0.042,0
1267,262,0.44,0.56,0.23,0.34,0.16,0.09,0.18,29776,1209,0.011,0
3,1,0.27,0.73,0.53,0.15,0.2,0.09,0.03,1271,1082,0.0,0
83,18,0.43,0.57,0.24,0.29,0.2,0.13,0.14,81674,3687,0.047,1
8,1,0.43,0.57,0.3,0.19,0.19,0.14,0.18,6153,1143,0.077,0
2,0,0.47,0.53,0.22,0.22,0.23,0.18,0.14,3334,2193,0.032,0
140,18,0.26,0.74,0.56,0.2,0.12,0.09,0.03,16630,1136,0.031,1
3231,683,0.4,0.6,0.29,0.29,0.16,0.16,0.1,19632,1393,0.081,0
82,26,0.35,0.65,0.42,0.18,0.2,0.11,0.09,353330,2915,0.085,0
2287,732,0.36,0.64,0.31,0.28,0.24,0.09,0.07,69626,2997,0.04,0
37,4,0.71,0.29,0.07,0.09,0.1,0.36,0.39,33078,5046,0.041,0
6,1,0.39,0.61,0.27,0.26,0.25,0.13,0.09,6554,817,0.037,0
54,6,0.4,0.6,0.33,0.24,0.19,0.08,0.17,44204,946,0.101,0
7,2,0.36,0.64,0.34,0.22,0.26,0.1,0.08,6300,1988,0.046,0
3,1,0.47,0.53,0.33,0.08,0.18,0.29,0.12,128820,7782,0.147,0
30,6,0.39,0.61,0.32,0.24,0.22,0.14,0.09,17149,1670,0.043,0
112,25,0.32,0.68,0.4,0.23,0.26,0.08,0.03,3416,955,0.02,0
3,1,0.35,0.65,0.35,0.3,0.2,0.06,0.09,9746,1840,0.089,0
3,1,0.45,0.55,0.18,0.28,0.19,0.22,0.12,6185,1524,0.1,0
1404,286,0.46,0.54,0.18,0.27,0.28,0.13,0.14,26271,6434,0.05,0
176,37,0.32,0.68,0.43,0.24,0.17,0.09,0.06,809226,1170,0.048,0
17,5,0.44,0.56,0.32,0.26,0.09,0.19,0.14,1684,810,0.028,0
45,11,0.5,0.5,0.24,0.16,0.2,0.2,0.21,6387,964,0.032,0
6,2,0.48,0.52,0.22,0.22,0.18,0.24,0.14,43287,1989,0.111,0
3,1,0.29,0.71,0.55,0.1,0.12,0.17,0.05,47100,1599,0.101,0
52,30,0.39,0.61,0.27,0.27,0.24,0.14,0.07,768889,1282,0.022,0
1,0,0.26,0.74,0.61,0.11,0.15,0.12,0.01,5487,4645,0.014,0
1338,235,0.33,0.67,0.43,0.23,0.15,0.14,0.05,26817,1246,0.078,0
11,2,0.32,0.68,0.36,0.35,0.19,0.06,0.04,4316,1281,0.033,0
84,14,0.48,0.52,0.26,0.14,0.25,0.14,0.21,16693,1619,0.048,0
4,2,0.69,0.31,0.06,0.12,0.13,0.23,0.46,19884,1540,0.016,0
62,20,0.37,0.63,0.3,0.27,0.25,0.15,0.03,314967,2366,0.094,0
1853,1321,0.42,0.58,0.27,0.26,0.18,0.19,0.1,42422,2949,0.099,0
4,0,0.47,0.53,0.22,0.19,0.22,0.26,0.11,5256,1906,0.01,0
84,32,0.34,0.66,0.36,0.32,0.15,0.1,0.06,26816,2814,0.036,0
31,5,0.29,0.71,0.44,0.3,0.12,0.12,0.02,20761,2020,0.031,0
3,1,0.44,0.56,0.25,0.2,0.27,0.19,0.09,2655,1022,0.033,0
16,10,0.27,0.73,0.51,0.24,0.13,0.09,0.03,6394,1436,0.014,0
5,1,0.31,0.69,0.35,0.37,0.17,0.06,0.05,5321,972,0.021,0
2,0,0.4,0.6,0.39,0.11,0.21,0.21,0.07,12257,637,0.071,0
0,0,0.18,0.82,0.74,0.1,0.13,0.02,0.01,164,94,0.0,0
5,1,0.37,0.63,0.27,0.37,0.16,0.14,0.06,10559,2273,0.032,0
10,6,0.54,0.46,0.18,0.19,0.17,0.22,0.25,3825,1019,0.01,0
692,171,0.55,0.45,0.16,0.18,0.17,0.24,0.24,86138,1010,0.056,0
3,0,0.28,0.72,0.42,0.31,0.17,0.09,0.01,1932,1152,0.0,0
255,72,0.36,0.64,0.26,0.39,0.2,0.07,0.08,403099,1113,0.041,0
585,135,0.37,0.63,0.33,0.29,0.19,0.1,0.1,192870,2616,0.094,0
7,2,0.42,0.58,0.26,0.27,0.21,0.15,0.11,6691,1310,0.072,0
102,7,0.27,0.73,0.54,0.18,0.17,0.07,0.05,73410,1381,0.06,0
15,7,0.51,0.49,0.17,0.2,0.25,0.24,0.13,59849,1889,0.103,0
16,4,0.37,0.63,0.32,0.25,0.21,0.17,0.05,7857,1014,0.033,0
0,0,0.22,0.78,0.5,0.5,0.0,0.0,0.0,2124,714,0.0,0
40,8,0.49,0.51,0.21,0.22,0.2,0.21,0.17,11594,2431,0.056,0
16,5,0.31,0.69,0.39,0.3,0.23,0.04,0.04,31257,1314,0.024,0
45,7,0.4,0.6,0.29,0.19,0.31,0.15,0.06,38155,1559,0.075,0
311,78,0.53,0.47,0.2,0.17,0.22,0.12,0.29,48030,1152,0.023,0
178,91,0.47,0.53,0.2,0.25,0.23,0.14,0.18,29868,2061,0.056,0
5,1,0.6,0.4,0.12,0.14,0.22,0.26,0.26,7999,1497,0.103,0
671,122,0.37,0.63,0.29,0.28,0.22,0.17,0.04,48465,2083,0.049,0
1391,187,0.34,0.66,0.35,0.31,0.19,0.1,0.05,44966,5065,0.055,0
2,0,0.27,0.73,0.17,0.67,0.17,0.0,0.0,4230,209,0.0,0
49,6,0.39,0.61,0.38,0.13,0.19,0.22,0.09,740638,1791,0.068,0
1,0,0.29,0.71,0.51,0.26,0.1,0.09,0.05,1840,1483,0.023,0
9,1,0.41,0.59,0.26,0.21,0.31,0.13,0.09,5514,1433,0.055,0
1,0,0.4,0.6,0.23,0.34,0.21,0.15,0.06,4717,1045,0.056,0
1176,460,0.42,0.58,0.4,0.11,0.2,0.18,0.12,199739,1875,0.077,0
1,0,0.55,0.45,0.04,0.26,0.17,0.39,0.13,527,764,0.0,0
1,0,0.36,0.64,0.39,0.2,0.25,0.08,0.08,2157,1472,0.023,0
13,3,0.46,0.54,0.23,0.26,0.15,0.23,0.14,47218,1856,0.085,0
5,2,0.2,0.8,0.6,0.28,0.11,0.0,0.01,75939,1620,0.41,0
10,4,0.34,0.66,0.33,0.33,0.16,0.17,0.01,16070,1064,0.051,0
1,0,0.55,0.45,0.18,0.23,0.1,0.11,0.39,15463,1220,0.037,0
2,1,0.35,0.65,0.33,0.18,0.37,0.08,0.04,10904,2652,0.029,0
60,13,0.3,0.7,0.45,0.24,0.17,0.08,0.06,6456,1072,0.009,0
13,2,0.38,0.62,0.35,0.24,0.16,0.2,0.05,65765,993,0.024,0
7,4,0.38,0.62,0.29,0.31,0.23,0.08,0.08,31741,3200,0.043,0
17,4,0.39,0.61,0.33,0.26,0.15,0.15,0.11,8646,1522,0.022,0
1,0,0.66,0.34,0.1,0.14,0.08,0.33,0.35,13136,1810,0.012,0
9,2,0.35,0.65,0.41,0.21,0.2,0.07,0.11,2139,1192,0.0,0
94,17,0.42,0.58,0.27,0.29,0.2,0.07,0.16,105034,1296,0.042,0
3,0,0.39,0.61,0.35,0.18,0.18,0.29,0.0,378,880,0.0,0
454,83,0.48,0.52,0.17,0.25,0.25,0.17,0.15,135806,3083,0.062,0
1633,417,0.35,0.65,0.39,0.24,0.18,0.14,0.06,4248,1437,0.038,0
6,1,0.4,0.6,0.26,0.26,0.23,0.18,0.07,68950,1266,0.051,0
2,1,0.24,0.76,0.58,0.22,0.1,0.06,0.04,15636,829,0.011,0
3,0,0.44,0.56,0.25,0.23,0.26,0.08,0.17,34091,1102,0.023,0
1,0,0.43,0.57,0.3,0.24,0.19,0.11,0.16,12878,1566,0.034,0
386,138,0.44,0.56,0.26,0.2,0.28,0.13,0.12,6828,2093,0.01,0
165,51,0.36,0.64,0.43,0.27,0.04,0.12,0.14,59623,1312,0.026,0
1,0,0.41,0.59,0.26,0.31,0.14,0.14,0.14,2969,1140,0.029,0
456,108,0.32,0.68,0.42,0.27,0.1,0.12,0.08,24625,1251,0.038,1
1,0,0.45,0.55,0.24,0.25,0.19,0.13,0.19,3247,2301,0.0,0
0,0,0.55,0.45,0.12,0.31,0.12,0.12,0.31,872,574,0.0,0
224,93,0.4,0.59,0.36,0.17,0.22,0.12,0.14,20597,2603,0.021,0
2,0,0.4,0.6,0.21,0.42,0.14,0.08,0.15,3386,1627,0.0,0
0,0,0.46,0.54,0.1,0.35,0.27,0.2,0.08,5669,1106,0.014,0
255,35,0.41,0.59,0.32,0.26,0.13,0.14,0.14,12537,1077,0.081,0
54,20,0.42,0.58,0.27,0.29,0.17,0.13,0.14,7635,1553,0.031,0
412,190,0.25,0.75,0.49,0.33,0.1,0.04,0.05,102450,1448,0.04,0
140,44,0.36,0.64,0.34,0.26,0.21,0.09,0.09,34951,1623,0.028,0
7,1,0.29,0.71,0.45,0.27,0.15,0.07,0.07,20857,914,0.023,0
768,158,0.32,0.68,0.43,0.22,0.23,0.09,0.04,155462,2665,0.094,0
2,0,0.56,0.44,0.2,0.12,0.14,0.26,0.28,2342,1140,0.01,0
14,5,0.34,0.66,0.31,0.34,0.21,0.12,0.03,12750,1293,0.111,0
38,6,0.44,0.56,0.2,0.26,0.3,0.13,0.11,41388,1820,0.073,0
770,205,0.39,0.61,0.17,0.46,0.21,0.1,0.07,627728,3887,0.109,0
14,3,0.55,0.45,0.16,0.2,0.18,0.15,0.31,60991,6653,0.071,0
277,75,0.39,0.61,0.26,0.27,0.32,0.08,0.07,419078,1573,0.101,0
1,0,0.32,0.68,0.33,0.33,0.22,0.09,0.02,4432,835,0.041,0
1,0,0.41,0.59,0.27,0.3,0.16,0.16,0.11,2583,820,0.024,0
228,73,0.26,0.74,0.58,0.14,0.15,0.05,0.08,185330,5851,0.051,0
17,1,0.36,0.64,0.33,0.26,0.22,0.1,0.09,14389,870,0.041,0
434,83,0.48,0.52,0.29,0.16,0.2,0.15,0.2,3517,1947,0.019,0
61,7,0.45,0.55,0.24,0.24,0.25,0.15,0.14,7852,1190,0.044,0
1,0,0.47,0.53,0.29,0.12,0.32,0.05,0.22,1820,910,0.012,0
22,6,0.43,0.57,0.26,0.27,0.19,0.16,0.12,14066,2114,0.043,0
25,4,0.57,0.43,0.08,0.24,0.23,0.23,0.21,14283,1198,0.029,0
5,0,0.55,0.45,0.28,0.06,0.11,0.25,0.29,2900,2036,0.0,0
22,8,0.44,0.56,0.33,0.19,0.21,0.1,0.18,20917,954,0.02,0
0,0,0.3,0.7,0.45,0.27,0.09,0.09,0.09,1925,1292,0.0,0
2,0,0.43,0.57,0.14,0.31,0.38,0.07,0.1,5282,1617,0.015,0
9,3,0.4,0.6,0.27,0.33,0.15,0.12,0.12,4547,1704,0.0,0
120,43,0.32,0.68,0.4,0.27,0.17,0.13,0.03,11976,1833,0.058,0
16,5,0.42,0.58,0.27,0.25,0.26,0.09,0.14,36793,11450,0.031,0
2,0,0.25,0.75,0.5,0.25,0.2,0.04,0.01,2566,937,0.033,0
225,45,0.2,0.8,0.67,0.15,0.09,0.06,0.03,4619,1308,0.037,0
374,75,0.42,0.58,0.26,0.2,0.29,0.11,0.14,108333,2684,0.063,0
1,0,0.32,0.68,0.33,0.22,0.33,0.11,0.0,604,492,0.0,0
2,0,0.49,0.51,0.26,0.21,0.17,0.11,0.26,2772,749,0.033,0
21,2,0.59,0.41,0.19,0.17,0.07,0.23,0.34,11707,1068,0.06,1
22,3,0.6,0.4,0.12,0.19,0.16,0.19,0.33,50798,991,0.021,1
813,187,0.47,0.53,0.17,0.26,0.26,0.17,0.14,13320,1086,0.046,1
581,235,0.58,0.42,0.15,0.12,0.23,0.19,0.31,1721,1185,0.0,0
26,7,0.37,0.63,0.3,0.32,0.18,0.14,0.07,225457,3900,0.071,0
0,0,0.4,0.6,0.33,0.2,0.2,0.13,0.13,1816,848,0.0,0
6,1,0.56,0.44,0.13,0.19,0.22,0.21,0.25,13865,797,0.033,0
47,10,0.4,0.6,0.28,0.23,0.27,0.12,0.1,35634,1300,0.025,0
1,0,0.24,0.76,0.6,0.19,0.13,0.05,0.02,7794,1409,0.038,0
11,3,0.27,0.73,0.52,0.21,0.15,0.08,0.04,6670,2289,0.049,0
2,0,0.29,0.71,0.42,0.36,0.07,0.08,0.08,767,304,0.012,0
3,2,0.46,0.54,0.21,0.2,0.26,0.23,0.1,10566,2683,0.111,0
231,63,0.52,0.48,0.19,0.25,0.15,0.15,0.27,139918,1446,0.102,0
177,23,0.55,0.45,0.16,0.19,0.25,0.11,0.3,23951,2400,0.05,0
3,1,0.44,0.56,0.33,0.2,0.12,0.19,0.17,2405,1018,0.01,0
4,1,0.58,0.42,0.07,0.17,0.26,0.37,0.13,8677,1399,0.088,0
1741,267,0.48,0.52,0.2,0.26,0.18,0.16,0.19,6187,1166,0.053,1
48,12,0.26,0.74,0.5,0.33,0.09,0.05,0.03,29007,1379,0.054,0
3,1,0.53,0.47,0.19,0.25,0.13,0.19,0.25,3530,2311,0.011,0
29,8,0.35,0.65,0.35,0.31,0.17,0.1,0.06,86411,953,0.032,0
426,89,0.41,0.59,0.28,0.24,0.23,0.15,0.1,16064,1642,0.076,0
722,181,0.39,0.61,0.29,0.28,0.24,0.13,0.06,109285,2983,0.021,0
29,3,0.56,0.44,0.13,0.14,0.28,0.26,0.19,3430,1661,0.05,0
438,89,0.43,0.57,0.23,0.27,0.23,0.14,0.12,265295,1698,0.072,0
3,0,0.41,0.59,0.3,0.27,0.16,0.12,0.14,1711,1452,0.015,0
477,82,0.4,0.6,0.29,0.22,0.25,0.15,0.1,14110,1603,0.105,0
7,2,0.35,0.65,0.38,0.21,0.24,0.13,0.04,7626,1730,0.082,0
19,2,0.4,0.6,0.36,0.18,0.17,0.13,0.15,17461,2039,0.121,0
5,1,0.4,0.6,0.26,0.3,0.25,0.1,0.09,2114,1418,0.059,0
187,70,0.47,0.53,0.19,0.25,0.25,0.15,0.16,7438,1935,0.051,0
9,1,0.47,0.53,0.2,0.25,0.22,0.2,0.14,6497,3511,0.03,0
0,0,0.62,0.38,0.09,0.19,0.16,0.07,0.5,887,1144,0.023,0
0,0,0.36,0.64,0.36,0.29,0.16,0.13,0.06,1867,966,0.012,0
1,0,0.63,0.37,0.05,0.2,0.1,0.25,0.4,6749,1639,0.0,0
179,28,0.52,0.48,0.19,0.17,0.22,0.25,0.17,36267,756,0.039,0
330,97,0.32,0.68,0.33,0.31,0.28,0.04,0.04,536038,3105,0.086,0
3,1,0.51,0.49,0.15,0.2,0.26,0.27,0.11,3576,2329,0.022,0
455,336,0.52,0.48,0.21,0.18,0.17,0.18,0.25,58180,1658,0.039,0
825,262,0.59,0.41,0.1,0.22,0.17,0.19,0.31,173717,1293,0.061,0
6,2,0.49,0.51,0.2,0.2,0.29,0.14,0.17,2676,797,0.031,0
34,8,0.61,0.39,0.15,0.15,0.09,0.25,0.36,15545,812,0.029,0
2,0,0.39,0.61,0.28,0.3,0.17,0.21,0.04,5149,438,0.024,0
6,1,0.36,0.64,0.35,0.27,0.19,0.1,0.09,4277,1633,0.036,0
69,17,0.43,0.57,0.38,0.18,0.17,0.07,0.21,21450,1221,0.052,0
3,1,0.44,0.56,0.2,0.17,0.37,0.23,0.03,7825,1045,0.125,0
247,53,0.4,0.6,0.29,0.26,0.2,0.16,0.09,23132,1921,0.042,0
10,1,0.34,0.66,0.31,0.37,0.17,0.12,0.04,3207,1168,0.011,0
1,0,0.44,0.56,0.2,0.28,0.24,0.18,0.11,2282,1143,0.065,0
2,0,0.51,0.49,0.2,0.15,0.23,0.32,0.11,2652,1120,0.068,0
10,3,0.37,0.63,0.33,0.25,0.26,0.09,0.08,17874,4467,0.037,0
4358,715,0.39,0.61,0.36,0.21,0.18,0.11,0.14,512957,3732,0.088,0
11,2,0.36,0.64,0.4,0.2,0.14,0.12,0.13,9465,1373,0.023,0
3,0,0.5,0.5,0.1,0.21,0.31,0.27,0.11,3038,1286,0.0,0
2,1,0.56,0.44,0.22,0.15,0.11,0.3,0.23,59563,1677,0.058,0
6094,1016,0.36,0.64,0.4,0.24,0.16,0.11,0.1,8152,3667,0.0,0
715,196,0.41,0.59,0.3,0.28,0.15,0.11,0.16,1505,659,0.013,0
2,1,0.52,0.48,0.05,0.42,0.12,0.19,0.22,3869,1270,0.036,0
961,220,0.42,0.58,0.33,0.2,0.19,0.14,0.15,35608,1401,0.057,0
1339,250,0.36,0.64,0.31,0.31,0.2,0.14,0.04,7904,1267,0.02,0
22,6,0.4,0.6,0.29,0.27,0.16,0.19,0.09,3359,1344,0.028,0
10,1,0.4,0.6,0.39,0.17,0.16,0.1,0.18,7379,2793,0.045,0
1152,627,0.37,0.63,0.29,0.35,0.16,0.12,0.09,12999,1874,0.05,1
479,48,0.43,0.57,0.25,0.32,0.17,0.11,0.16,54018,2023,0.051,0
185,39,0.41,0.59,0.3,0.22,0.25,0.11,0.12,227140,3021,0.047,0
2,0,0.43,0.57,0.29,0.22,0.21,0.13,0.15,2334,1114,0.027,0
148,31,0.4,0.6,0.27,0.29,0.21,0.14,0.09,145286,1113,0.079,0
181,126,0.38,0.62,0.35,0.24,0.21,0.12,0.09,27286,1672,0.08,0
11,1,0.42,0.58,0.34,0.15,0.23,0.13,0.15,6841,3646,0.046,0
32,4,0.46,0.54,0.29,0.18,0.22,0.11,0.2,22221,1134,0.053,0
3,1,0.54,0.46,0.16,0.12,0.27,0.29,0.17,113093,2131,0.045,0
1,0,0.57,0.43,0.0,0.0,1.0,0.0,0.0,211,460,0.0,0
29,10,0.34,0.66,0.45,0.19,0.16,0.06,0.15,95795,1629,0.033,0
52,51,0.43,0.57,0.23,0.33,0.17,0.14,0.14,8924,1052,0.02,0
44,18,0.32,0.68,0.5,0.13,0.19,0.09,0.08,1255,549,0.012,0
739,145,0.37,0.63,0.35,0.25,0.2,0.13,0.08,11341,1192,0.042,1
87,12,0.39,0.61,0.35,0.17,0.24,0.14,0.1,12018,4621,0.065,0
14,5,0.61,0.39,0.09,0.06,0.03,0.79,0.02,8367,4448,0.013,0
62,5,0.37,0.63,0.38,0.14,0.2,0.2,0.09,35725,950,0.027,0
1506,139,0.31,0.69,0.42,0.34,0.12,0.04,0.08,93572,934,0.081,0
396,169,0.36,0.64,0.31,0.32,0.19,0.08,0.09,9667,1691,0.01,0
7,2,0.46,0.54,0.15,0.16,0.5,0.11,0.08,3015,2138,0.012,0
10,0,0.4,0.6,0.3,0.15,0.33,0.15,0.06,1083,806,0.0,0
29,6,0.3,0.7,0.42,0.28,0.18,0.09,0.03,4477,1456,0.03,0
11,3,0.46,0.54,0.23,0.22,0.19,0.23,0.14,114600,1250,0.043,0
61,13,0.44,0.56,0.3,0.19,0.2,0.13,0.18,119985,2119,0.087,0
183,47,0.36,0.64,0.35,0.25,0.23,0.06,0.11,4337,916,0.024,0
1,0,0.38,0.62,0.33,0.16,0.27,0.17,0.07,11295,387,0.018,0
4,0,0.49,0.51,0.07,0.27,0.41,0.15,0.1,17263,1056,0.053,0
981,254,0.36,0.64,0.32,0.2,0.32,0.12,0.03,153330,4807,0.082,0
20,7,0.45,0.55,0.24,0.33,0.13,0.13,0.17,12861,1346,0.039,0
9,2,0.33,0.67,0.45,0.18,0.22,0.06,0.1,13958,1114,0.027,0
5,1,0.46,0.54,0.21,0.27,0.17,0.24,0.12,9986,1890,0.067,0
1,0,0.45,0.55,0.31,0.16,0.19,0.15,0.18,1597,884,0.0,0
4,1,0.5,0.5,0.15,0.26,0.26,0.16,0.17,9804,1623,0.076,0
552,120,0.37,0.63,0.39,0.22,0.16,0.13,0.11,4248,1267,0.022,1
44,21,0.49,0.51,0.22,0.23,0.19,0.14,0.22,215491,1902,0.128,0
10,1,0.44,0.56,0.23,0.24,0.24,0.15,0.12,183228,3423,0.07,0
5,2,0.52,0.48,0.14,0.2,0.36,0.09,0.2,4770,1859,0.065,0
29,9,0.47,0.53,0.22,0.17,0.32,0.19,0.11,79189,4672,0.133,0
4,0,0.38,0.62,0.26,0.32,0.21,0.18,0.02,7475,6893,0.03,0
89,13,0.43,0.57,0.27,0.26,0.18,0.14,0.15,62097,2387,0.034,0
2506,732,0.27,0.73,0.46,0.3,0.18,0.05,0.01,268595,1655,0.052,0
3,0,0.52,0.48,0.18,0.24,0.2,0.12,0.26,1960,1063,0.032,1
9,2,0.36,0.64,0.37,0.21,0.2,0.15,0.08,7172,1399,0.033,0
0,0,0.15,0.85,0.77,0.14,0.06,0.03,0.0,1218,988,0.0,0
4,2,0.25,0.75,0.6,0.16,0.1,0.1,0.04,8410,3739,0.024,0
19,5,0.55,0.45,0.13,0.14,0.3,0.26,0.16,3915,1157,0.058,0
110,10,0.59,0.41,0.19,0.09,0.2,0.22,0.29,258356,5876,0.06,0
6,2,0.33,0.67,0.31,0.34,0.17,0.14,0.04,72230,1061,0.045,0
322,131,0.43,0.57,0.25,0.25,0.22,0.19,0.09,264238,827,0.029,0
976,193,0.53,0.47,0.18,0.19,0.23,0.14,0.25,68153,1829,0.073,0
3,1,0.43,0.57,0.25,0.2,0.27,0.22,0.05,64535,1166,0.075,0
57,17,0.53,0.47,0.08,0.27,0.23,0.27,0.14,98038,3434,0.176,0
130,31,0.42,0.58,0.25,0.24,0.28,0.11,0.12,32422,2403,0.032,0
11,1,0.45,0.55,0.19,0.23,0.35,0.11,0.12,35049,1039,0.038,0
1465,213,0.49,0.51,0.23,0.2,0.22,0.16,0.18,384310,2334,0.124,0
307,48,0.31,0.69,0.39,0.29,0.21,0.05,0.05,3476,1933,0.038,0
573,114,0.41,0.59,0.26,0.24,0.31,0.08,0.11,18290,1336,0.089,0
15,8,0.37,0.63,0.31,0.28,0.24,0.12,0.05,21924,2111,0.047,0
202,26,0.33,0.67,0.38,0.31,0.14,0.1,0.07,300948,1689,0.019,0
64,21,0.39,0.61,0.2,0.41,0.23,0.12,0.04,11653,2022,0.038,0
3,0,0.41,0.59,0.33,0.24,0.17,0.13,0.14,6865,1473,0.041,0
0,0,0.38,0.62,0.33,0.21,0.23,0.14,0.08,1085,1538,0.0,0
17,1,0.55,0.45,0.18,0.11,0.24,0.24,0.24,7768,1336,0.123,0
5,1,0.46,0.54,0.26,0.3,0.14,0.1,0.21,256653,7888,0.089,0
4,0,0.54,0.46,0.2,0.2,0.13,0.2,0.27,1736,896,0.021,0
1,0,0.41,0.59,0.3,0.25,0.17,0.12,0.16,2953,726,0.015,0
1639,307,0.44,0.56,0.23,0.3,0.19,0.14,0.14,15261,2833,0.03,0
233,51,0.33,0.67,0.4,0.25,0.19,0.1,0.06,158030,1412,0.104,1
13,5,0.44,0.56,0.24,0.24,0.25,0.19,0.09,3957,1986,0.029,0
6,2,0.38,0.62,0.29,0.31,0.21,0.13,0.07,3247,2005,0.0,0
132,33,0.36,0.64,0.39,0.28,0.11,0.08,0.15,1142783,1739,0.125,0
199,63,0.56,0.44,0.17,0.2,0.14,0.24,0.26,2945,1902,0.01,0
1,0,0.21,0.79,0.6,0.2,0.2,0.0,0.0,126,360,0.0,0
4,1,0.37,0.63,0.31,0.26,0.27,0.08,0.09,2628,1097,0.021,0
16,2,0.34,0.66,0.31,0.38,0.16,0.1,0.06,18227,1101,0.043,0
37,7,0.35,0.65,0.33,0.28,0.22,0.12,0.05,23510,2288,0.056,0
2,0,0.53,0.47,0.19,0.19,0.19,0.19,0.24,2362,933,0.021,0
13,2,0.45,0.55,0.25,0.18,0.31,0.12,0.15,19205,665,0.011,0
121,11,0.41,0.59,0.29,0.21,0.29,0.1,0.12,7004,794,0.041,0
57,25,0.45,0.55,0.18,0.32,0.21,0.12,0.17,5109,1106,0.011,0
3185,779,0.47,0.53,0.22,0.25,0.17,0.21,0.15,2776,1027,0.015,0
